Id,LotFrontage,LotArea,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SalePrice,hasGarage,hasBsmt,hasAlley_Access,hasFireplace,hasPool,hasFence,hasMisc_Feature,hasMasVnr,GrLivAreaHighQualitySF,TotalIndoorSF,TotalOutdoorSF,TotalSF,BsmtBaths,Baths,hasBeenRemodeled,NumFloors,MSSubClassDummy_30,MSSubClassDummy_40,MSSubClassDummy_45,MSSubClassDummy_50,MSSubClassDummy_60,MSSubClassDummy_70,MSSubClassDummy_75,MSSubClassDummy_80,MSSubClassDummy_85,MSSubClassDummy_90,MSSubClassDummy_120,MSSubClassDummy_160,MSSubClassDummy_180,MSSubClassDummy_190,MSZoningDummy_FV,MSZoningDummy_RH,MSZoningDummy_RL,MSZoningDummy_RM,StreetDummy_Pave,AlleyDummy_No_Alley_Access,AlleyDummy_Pave,LotShapeDummy_IR2,LotShapeDummy_IR3,LotShapeDummy_Reg,LandContourDummy_HLS,LandContourDummy_Low,LandContourDummy_Lvl,UtilitiesDummy_NoSeWa,LotConfigDummy_CulDSac,LotConfigDummy_FR2,LotConfigDummy_FR3,LotConfigDummy_Inside,NeighborhoodDummy_Blueste,NeighborhoodDummy_BrDale,NeighborhoodDummy_BrkSide,NeighborhoodDummy_ClearCr,NeighborhoodDummy_CollgCr,NeighborhoodDummy_Crawfor,NeighborhoodDummy_Edwards,NeighborhoodDummy_Gilbert,NeighborhoodDummy_IDOTRR,NeighborhoodDummy_MeadowV,NeighborhoodDummy_Mitchel,NeighborhoodDummy_NAmes,NeighborhoodDummy_NPkVill,NeighborhoodDummy_NWAmes,NeighborhoodDummy_NoRidge,NeighborhoodDummy_NridgHt,NeighborhoodDummy_OldTown,NeighborhoodDummy_SWISU,NeighborhoodDummy_Sawyer,NeighborhoodDummy_SawyerW,NeighborhoodDummy_Somerst,NeighborhoodDummy_StoneBr,NeighborhoodDummy_Timber,NeighborhoodDummy_Veenker,Condition1Dummy_Feedr,Condition1Dummy_Norm,Condition1Dummy_PosA,Condition1Dummy_PosN,Condition1Dummy_RRAe,Condition1Dummy_RRAn,Condition1Dummy_RRNe,Condition1Dummy_RRNn,Condition2Dummy_Feedr,Condition2Dummy_Norm,Condition2Dummy_PosA,Condition2Dummy_PosN,Condition2Dummy_RRAe,Condition2Dummy_RRAn,Condition2Dummy_RRNn,BldgTypeDummy_2fmCon,BldgTypeDummy_Duplex,BldgTypeDummy_Twnhs,BldgTypeDummy_TwnhsE,HouseStyleDummy_1.5Unf,HouseStyleDummy_1Story,HouseStyleDummy_2.5Fin,HouseStyleDummy_2.5Unf,HouseStyleDummy_2Story,HouseStyleDummy_SFoyer,HouseStyleDummy_SLvl,RoofStyleDummy_Gable,RoofStyleDummy_Gambrel,RoofStyleDummy_Hip,RoofStyleDummy_Mansard,RoofStyleDummy_Shed,RoofMatlDummy_CompShg,RoofMatlDummy_Membran,RoofMatlDummy_Metal,RoofMatlDummy_Roll,RoofMatlDummy_Tar&Grv,RoofMatlDummy_WdShake,RoofMatlDummy_WdShngl,Exterior1stDummy_AsphShn,Exterior1stDummy_BrkComm,Exterior1stDummy_BrkFace,Exterior1stDummy_CBlock,Exterior1stDummy_CemntBd,Exterior1stDummy_HdBoard,Exterior1stDummy_ImStucc,Exterior1stDummy_MetalSd,Exterior1stDummy_Plywood,Exterior1stDummy_Stone,Exterior1stDummy_Stucco,Exterior1stDummy_VinylSd,Exterior1stDummy_Wd Sdng,Exterior1stDummy_WdShing,Exterior2ndDummy_AsphShn,Exterior2ndDummy_Brk Cmn,Exterior2ndDummy_BrkFace,Exterior2ndDummy_CBlock,Exterior2ndDummy_CmentBd,Exterior2ndDummy_HdBoard,Exterior2ndDummy_ImStucc,Exterior2ndDummy_MetalSd,Exterior2ndDummy_Other,Exterior2ndDummy_Plywood,Exterior2ndDummy_Stone,Exterior2ndDummy_Stucco,Exterior2ndDummy_VinylSd,Exterior2ndDummy_Wd Sdng,Exterior2ndDummy_Wd Shng,MasVnrTypeDummy_BrkFace,MasVnrTypeDummy_No_MasVnr,MasVnrTypeDummy_None,MasVnrTypeDummy_Stone,ExterQualDummy_Fa,ExterQualDummy_Gd,ExterQualDummy_TA,ExterCondDummy_Fa,ExterCondDummy_Gd,ExterCondDummy_Po,ExterCondDummy_TA,FoundationDummy_CBlock,FoundationDummy_PConc,FoundationDummy_Slab,FoundationDummy_Stone,FoundationDummy_Wood,BsmtQualDummy_Ex,BsmtQualDummy_Fa,BsmtQualDummy_Gd,BsmtQualDummy_TA,BsmtCondDummy_Fa,BsmtCondDummy_Gd,BsmtCondDummy_Po,BsmtCondDummy_TA,HeatingDummy_GasA,HeatingDummy_GasW,HeatingDummy_Grav,HeatingDummy_OthW,HeatingDummy_Wall,HeatingQCDummy_Fa,HeatingQCDummy_Gd,HeatingQCDummy_Po,HeatingQCDummy_TA,CentralAirDummy_Y,ElectricalDummy_FuseF,ElectricalDummy_FuseP,ElectricalDummy_Mix,ElectricalDummy_SBrkr,KitchenQualDummy_Fa,KitchenQualDummy_Gd,KitchenQualDummy_TA,FunctionalDummy_Maj2,FunctionalDummy_Min1,FunctionalDummy_Min2,FunctionalDummy_Mod,FunctionalDummy_Sev,FunctionalDummy_Typ,FireplaceQuDummy_Ex,FireplaceQuDummy_Fa,FireplaceQuDummy_Gd,FireplaceQuDummy_Po,FireplaceQuDummy_TA,GarageTypeDummy_Attchd,GarageTypeDummy_Basment,GarageTypeDummy_BuiltIn,GarageTypeDummy_CarPort,GarageTypeDummy_Detchd,GarageTypeDummy_No_Garage,GarageQualDummy_Ex,GarageQualDummy_Fa,GarageQualDummy_Gd,GarageQualDummy_Po,GarageQualDummy_TA,GarageCondDummy_Ex,GarageCondDummy_Fa,GarageCondDummy_Gd,GarageCondDummy_Po,GarageCondDummy_TA,PavedDriveDummy_P,PavedDriveDummy_Y,PoolQCDummy_Ex,PoolQCDummy_Fa,PoolQCDummy_Gd,MiscFeatureDummy_No_Misc_Feature,MiscFeatureDummy_Othr,MiscFeatureDummy_Shed,MiscFeatureDummy_TenC,SaleTypeDummy_CWD,SaleTypeDummy_Con,SaleTypeDummy_ConLD,SaleTypeDummy_ConLI,SaleTypeDummy_ConLw,SaleTypeDummy_New,SaleTypeDummy_Oth,SaleTypeDummy_WD,SaleConditionDummy_AdjLand,SaleConditionDummy_Alloca,SaleConditionDummy_Family,SaleConditionDummy_Normal,SaleConditionDummy_Partial,MSSubClassDummy_150
1215,69.0,10205,0.0,5.0,4.0,1962,1962,0.0,0.0,1.0,784,6.0,0,141,925,999,0,0,999,2.0,0.0,1.0,0.0,3.0,1.0,10.0,0.0,1962.0,3.0,2.0,300,150,72,0,0,0,0,0.0,0,7.0,0.0,134500,1,1,0,0,0,0,0,1,999,1924,72,2296,1.0,1.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1216,99.0,7094,0.0,5.0,4.0,1966,1966,0.0,3.0,5.0,180,3.0,374,340,894,894,0,0,894,0.0,0.0,1.0,0.0,3.0,1.0,9.0,0.0,1966.0,2.0,2.0,384,0,0,0,0,0,0,3.0,0,7.0,1.0,125000,1,1,0,0,0,1,0,1,894,1788,0,2172,0.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1217,68.0,8930,0.0,6.0,4.0,1978,1978,0.0,4.0,4.0,0,4.0,0,0,0,1318,584,0,1902,0.0,0.0,2.0,0.0,4.0,2.0,12.0,0.0,1978.0,3.0,4.0,539,0,0,0,0,0,0,0.0,0,6.0,4.0,112000,1,0,0,0,0,0,0,1,1902,1902,0,2441,0.0,2.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1218,72.0,8640,0.0,8.0,4.0,2009,2009,72.0,2.0,2.0,936,6.0,0,364,1300,1314,0,0,1314,2.0,0.0,2.0,0.0,3.0,1.0,10.0,0.0,2009.0,2.0,4.0,552,135,112,0,0,0,0,0.0,0,11.0,3.0,229456,1,1,0,0,0,0,0,1,1314,2614,112,3278,1.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1219,52.0,6240,0.0,4.0,4.0,1947,1950,0.0,4.0,4.0,0,4.0,0,0,0,672,240,0,912,0.0,0.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0,9.0,0.0,80500,0,0,0,0,0,0,0,1,912,912,0,912,0.0,1.0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1220,21.0,1680,0.0,6.0,4.0,1971,1971,236.0,3.0,6.0,0,6.0,0,672,672,672,546,0,1218,0.0,0.0,1.0,1.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0,201,0,0,0,0,0,0.0,0,6.0,0.0,91500,0,1,0,0,0,0,0,1,1218,1890,0,1890,0.0,1.5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1221,66.0,7800,0.0,5.0,4.0,1964,1964,0.0,3.0,5.0,312,3.0,600,0,912,912,0,0,912,0.0,0.0,1.0,0.0,2.0,1.0,9.0,0.0,1964.0,3.0,2.0,288,0,0,0,0,0,0,0.0,0,2.0,0.0,115000,1,1,0,0,0,0,0,1,912,1824,0,2112,0.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1222,55.0,8250,0.0,5.0,4.0,1968,1968,0.0,3.0,1.0,250,3.0,492,210,952,1211,0,0,1211,0.0,0.0,1.0,0.0,3.0,1.0,9.0,1.0,1968.0,3.0,2.0,322,0,63,0,0,0,0,0.0,0,10.0,2.0,134000,1,1,0,1,0,0,0,1,1211,2163,63,2548,0.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1223,78.0,10496,0.0,6.0,5.0,1949,1950,320.0,2.0,5.0,196,6.0,0,844,1040,1168,678,0,1846,0.0,0.0,2.0,0.0,3.0,1.0,11.0,1.0,1949.0,3.0,2.0,315,0,0,0,0,0,0,2.0,0,0.0,1.0,143000,1,1,0,1,0,1,0,1,1846,2886,0,3201,0.0,2.0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1224,89.0,10680,0.0,5.0,2.0,1951,1951,44.0,3.0,3.0,756,6.0,0,1380,2136,2136,0,0,2136,0.0,0.0,2.0,0.0,4.0,1.0,11.0,0.0,1951.0,3.0,4.0,528,0,30,0,0,0,0,3.0,0,1.0,0.0,137900,1,1,0,0,0,1,0,1,2136,4272,30,4830,0.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1225,60.0,15384,0.0,7.0,4.0,2004,2005,0.0,0.0,2.0,724,6.0,0,64,788,788,702,0,1490,2.0,0.0,2.0,1.0,3.0,1.0,12.0,1.0,2004.0,0.0,4.0,388,100,75,0,0,0,0,0.0,0,4.0,2.0,184000,1,1,0,1,0,0,0,1,1490,2278,75,2741,1.0,2.5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1226,65.0,10482,0.0,6.0,7.0,1958,1958,63.0,0.0,2.0,507,6.0,0,81,588,1138,0,0,1138,0.0,2.0,1.0,0.0,3.0,1.0,10.0,0.0,1958.0,2.0,2.0,264,224,0,0,0,0,0,4.0,0,8.0,1.0,145000,1,1,0,0,0,1,0,1,1138,1726,0,1990,0.5,1.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1227,86.0,14598,0.0,6.0,4.0,2007,2007,74.0,2.0,6.0,0,6.0,0,894,894,894,1039,0,1933,0.0,0.0,2.0,1.0,4.0,1.0,13.0,1.0,2007.0,0.0,6.0,668,100,18,0,0,0,0,0.0,0,0.0,2.0,214000,1,1,0,1,0,0,0,1,1933,2827,18,3513,0.0,2.5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1228,72.0,8872,0.0,5.0,7.0,1965,2008,300.0,3.0,0.0,595,6.0,0,317,912,912,0,0,912,2.0,0.0,1.0,0.0,2.0,1.0,9.0,0.0,1992.0,3.0,4.0,576,0,240,0,0,0,0,0.0,0,3.0,2.0,147000,1,1,0,0,0,0,0,1,912,1824,240,2640,1.0,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1229,65.0,8769,0.0,9.0,4.0,2008,2008,766.0,3.0,2.0,1540,6.0,0,162,1702,1702,0,0,1702,2.0,0.0,1.0,1.0,1.0,1.0,11.0,1.0,2008.0,0.0,6.0,1052,0,72,0,0,224,0,0.0,0,1.0,2.0,367294,1,1,0,1,0,0,0,1,1702,3404,296,4752,1.0,1.5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1230,70.0,7910,0.0,5.0,4.0,1960,1960,0.0,3.0,0.0,666,6.0,0,409,1075,1507,0,0,1507,0.0,0.0,2.0,0.0,4.0,1.0,11.0,0.0,1960.0,3.0,2.0,404,0,0,0,0,0,0,2.0,0,10.0,2.0,127000,1,1,0,0,0,1,0,1,1507,2582,0,2986,0.0,2.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1231,86.92,18890,0.0,5.0,4.0,1977,1977,1.0,3.0,2.0,498,5.0,211,652,1361,1361,1259,0,2620,0.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,1977.0,2.0,4.0,600,155,24,145,0,0,0,0.0,8300,10.0,1.0,190000,1,1,0,1,0,0,1,1,2620,3981,169,4750,0.0,3.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
