Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,hasGarage,hasBsmt,hasAlley_Access,hasFireplace,hasPool,hasFence,hasMisc_Feature,hasMasVnr,GrLivAreaHighQualitySF,TotalIndoorSF,TotalOutdoorSF,TotalSF,BsmtBaths,Baths,hasBeenRemodeled,NumFloors
759,2.0,1.0,24.0,2280,1.0,2.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,3.0,5.0,7.0,4.0,1999,1999,1.0,1.0,8.0,8.0,1.0,360.0,3,3,2.0,4,3,3.0,0.0,549,6.0,0,195,744,1.0,4,1.0,4.0,757,744,0,1501,0.0,0.0,2.0,1.0,3.0,1.0,3,10.0,6.0,0.0,0,5.0,1999.0,3.0,4.0,440,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,10.0,2.0,8.0,4.0,179400,1,1,1,0,0,0,0,1,1501,2245,0,2685,0.0,2.5,0,3
760,10.0,3.0,65.0,12257,1.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,8.0,4.0,1995,1995,1.0,1.0,12.0,13.0,1.0,513.0,4,3,2.0,4,3,0.0,3.0,56,0.0,64,1198,1318,1.0,5,1.0,4.0,1328,1203,0,2531,0.0,0.0,2.0,1.0,4.0,1.0,4,13.0,6.0,1.0,3,1.0,1995.0,2.0,6.0,752,3,3,2.0,222,98,0,0,0,0,0,0.0,1.0,0,2.0,1.0,8.0,4.0,290000,1,1,0,1,0,0,0,1,2531,3849,98,4699,0.0,2.5,0,3
761,5.0,3.0,70.0,9100,1.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,6.0,5.0,1959,1959,3.0,1.0,13.0,14.0,3.0,0.0,3,3,1.0,3,3,3.0,5.0,612,6.0,0,252,864,1.0,5,1.0,4.0,864,0,0,864,0.0,0.0,1.0,0.0,2.0,1.0,3,9.0,6.0,0.0,0,5.0,2008.0,3.0,2.0,300,5,5,2.0,0,0,0,0,0,0,0,0.0,3.0,450,1.0,3.0,8.0,4.0,127500,1,1,0,0,0,0,1,1,864,1728,0,2028,0.0,1.0,0,2
762,6.0,4.0,60.0,6911,1.0,1.0,3.0,3.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,5.0,4.0,1924,1950,1.0,1.0,13.0,14.0,3.0,0.0,3,3,2.0,3,3,2.0,3.0,405,6.0,0,740,1145,1.0,3,1.0,4.0,1301,0,0,1301,0.0,0.0,1.0,0.0,2.0,1.0,2,9.0,2.0,0.0,0,5.0,1965.0,3.0,4.0,440,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,1.0,3.0,8.0,4.0,100000,1,1,0,0,0,0,0,1,1301,2446,0,2886,0.0,1.0,1,2
763,10.0,1.0,72.0,8640,1.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,5.0,7.0,4.0,2009,2009,1.0,1.0,12.0,13.0,3.0,0.0,3,3,2.0,4,3,2.0,2.0,24,6.0,0,732,756,1.0,5,1.0,4.0,764,783,0,1547,0.0,0.0,2.0,1.0,3.0,1.0,4,11.0,6.0,0.0,0,1.0,2009.0,3.0,4.0,614,3,3,2.0,169,45,0,0,0,0,0,0.0,1.0,0,8.0,4.0,2.0,4.0,215200,1,1,0,0,0,0,0,1,1547,2303,45,2962,0.0,2.5,0,3
764,10.0,3.0,82.0,9430,1.0,1.0,3.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,8.0,4.0,1999,1999,1.0,1.0,12.0,13.0,1.0,673.0,4,3,2.0,4,3,2.0,2.0,1163,6.0,0,89,1252,1.0,5,1.0,4.0,1268,1097,0,2365,2.0,0.0,2.0,1.0,3.0,1.0,4,12.0,6.0,1.0,4,1.0,1999.0,2.0,6.0,856,3,3,2.0,0,128,0,0,180,0,0,0.0,1.0,0,9.0,3.0,8.0,4.0,337000,1,1,0,1,0,0,0,1,2365,3617,308,4781,1.0,2.5,0,3
765,0.0,3.0,30.0,9549,1.0,1.0,0.0,3.0,0.0,1.0,0.0,24.0,2.0,2.0,4.0,2.0,8.0,4.0,1995,1996,3.0,1.0,3.0,3.0,3.0,0.0,4,4,2.0,4,4,0.0,3.0,437,2.0,1057,0,1494,1.0,5,1.0,4.0,1494,0,0,1494,2.0,0.0,1.0,1.0,2.0,1.0,5,10.0,6.0,1.0,4,1.0,1995.0,0.0,4.0,481,3,3,2.0,0,30,0,0,216,0,0,0.0,1.0,0,6.0,0.0,8.0,4.0,270000,1,1,0,1,0,0,0,1,1494,2988,246,3715,1.0,1.5,1,2
766,5.0,3.0,75.0,14587,1.0,1.0,0.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,9.0,4.0,2008,2008,1.0,1.0,12.0,13.0,4.0,284.0,4,3,2.0,4,3,3.0,6.0,0,6.0,0,1498,1498,1.0,5,1.0,4.0,1506,0,0,1506,0.0,0.0,2.0,0.0,2.0,1.0,5,10.0,6.0,1.0,4,1.0,2008.0,0.0,4.0,592,3,3,2.0,0,174,0,0,0,0,0,0.0,1.0,0,10.0,2.0,6.0,5.0,264132,1,1,0,1,0,0,0,1,1506,3004,174,3770,0.0,2.0,0,2
767,10.0,3.0,80.0,10421,1.0,1.0,3.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,5.0,7.0,4.0,1988,1988,1.0,1.0,6.0,6.0,1.0,42.0,3,3,1.0,4,3,3.0,2.0,394,6.0,0,586,980,1.0,3,1.0,4.0,980,734,0,1714,0.0,0.0,2.0,1.0,3.0,1.0,3,11.0,6.0,1.0,3,1.0,1988.0,3.0,4.0,496,3,3,2.0,228,66,156,0,0,0,0,3.0,3.0,500,5.0,4.0,8.0,4.0,196500,1,1,0,1,0,1,1,1,1714,2694,222,3412,0.0,2.5,0,3
768,9.0,3.0,75.0,12508,1.0,1.0,0.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,0.0,6.0,6.0,1940,1985,1.0,1.0,12.0,13.0,3.0,0.0,3,3,1.0,4,3,2.0,0.0,660,6.0,0,323,983,1.0,5,1.0,4.0,983,767,0,1750,2.0,0.0,2.0,0.0,4.0,1.0,3,11.0,4.0,0.0,0,1.0,1989.0,3.0,2.0,423,3,3,2.0,245,0,156,0,0,0,0,0.0,3.0,1300,9.0,2.0,8.0,4.0,160000,1,1,0,0,0,0,1,1,1750,2733,156,3312,1.0,2.0,1,3
769,5.0,3.0,70.0,9100,1.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7.0,4.0,2004,2005,3.0,1.0,12.0,13.0,3.0,0.0,4,3,2.0,4,3,3.0,2.0,24,6.0,0,1836,1860,1.0,5,1.0,4.0,1836,0,0,1836,0.0,0.0,2.0,0.0,3.0,1.0,4,12.0,6.0,1.0,4,1.0,2004.0,0.0,4.0,484,3,3,2.0,120,33,0,0,0,0,0,0.0,1.0,0,1.0,0.0,8.0,4.0,216837,1,1,0,1,0,0,0,1,1836,3696,33,4213,0.0,2.0,1,2
770,10.0,3.0,47.0,53504,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.0,2.0,2.0,0.0,5.0,8.0,4.0,2003,2003,3.0,1.0,5.0,15.0,1.0,603.0,5,3,2.0,4,3,1.0,0.0,1416,6.0,0,234,1650,1.0,5,1.0,4.0,1690,1589,0,3279,2.0,0.0,3.0,1.0,4.0,1.0,5,2.0,4.0,1.0,4,3.0,2003.0,0.0,6.0,841,3,3,2.0,503,36,0,0,210,0,0,0.0,1.0,0,8.0,4.0,8.0,4.0,538000,1,1,0,1,0,0,0,1,3279,4929,246,6016,1.0,3.5,0,3
771,14.0,3.0,62.96,7252,1.0,1.0,0.0,3.0,0.0,1.0,0.0,19.0,2.0,2.0,0.0,6.0,5.0,4.0,1982,1982,3.0,1.0,13.0,14.0,3.0,0.0,3,3,1.0,4,3,0.0,2.0,685,6.0,0,173,858,1.0,3,1.0,4.0,858,0,0,858,2.0,0.0,1.0,0.0,2.0,1.0,3,9.0,6.0,0.0,0,5.0,1983.0,3.0,4.0,576,3,3,2.0,120,0,0,0,0,0,0,0.0,1.0,0,6.0,3.0,8.0,4.0,134900,1,1,0,0,0,0,0,1,858,1716,0,2292,1.0,1.0,0,2
772,5.0,3.0,67.0,8877,1.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,4.0,4.0,1951,1951,1.0,1.0,13.0,14.0,3.0,0.0,3,3,1.0,2,2,3.0,3.0,836,6.0,0,0,836,1.0,3,1.0,1.0,1220,0,0,1220,0.0,0.0,1.0,0.0,2.0,1.0,3,10.0,6.0,0.0,0,5.0,1951.0,3.0,4.0,396,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,6.0,0.0,0.0,4.0,102000,1,1,0,0,0,0,0,1,1220,2056,0,2452,0.0,1.0,0,2
773,13.0,3.0,94.0,7819,1.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,7.0,6.0,4.0,1976,1976,1.0,1.0,9.0,10.0,3.0,0.0,3,3,1.0,3,3,0.0,0.0,422,1.0,127,480,1029,1.0,3,1.0,4.0,1117,0,0,1117,2.0,0.0,1.0,0.0,3.0,1.0,3,10.0,6.0,1.0,3,5.0,1976.0,3.0,4.0,672,3,3,2.0,144,0,0,0,0,0,0,3.0,1.0,0,5.0,4.0,8.0,0.0,107000,1,1,0,1,0,1,0,1,1117,2146,0,2818,1.0,1.0,0,2
774,5.0,3.0,70.0,10150,1.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,1.0,2.0,0.0,2.0,5.0,4.0,1958,1958,1.0,1.0,13.0,14.0,3.0,1.0,3,3,1.0,3,3,3.0,5.0,456,6.0,0,456,912,1.0,5,1.0,0.0,912,0,0,912,0.0,0.0,1.0,0.0,2.0,1.0,3,9.0,6.0,0.0,0,1.0,1958.0,2.0,2.0,275,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,9.0,1.0,0.0,4.0,114500,1,1,0,0,0,0,0,1,912,1824,0,2099,0.0,1.0,0,2
775,5.0,3.0,110.0,14226,1.0,1.0,3.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,2.0,8.0,4.0,2006,2006,3.0,1.0,12.0,13.0,1.0,375.0,4,3,2.0,4,3,0.0,6.0,0,6.0,0,1935,1935,1.0,4,1.0,4.0,1973,0,0,1973,0.0,0.0,2.0,0.0,3.0,1.0,4,13.0,6.0,1.0,4,1.0,2006.0,0.0,6.0,895,3,3,2.0,315,45,0,0,0,0,0,0.0,1.0,0,9.0,1.0,6.0,5.0,395000,1,1,0,1,0,0,0,1,1973,3908,45,4848,0.0,2.0,0,2
776,0.0,4.0,32.0,4500,1.0,1.0,3.0,3.0,0.0,2.0,0.0,11.0,2.0,2.0,4.0,2.0,6.0,4.0,1998,1998,3.0,1.0,12.0,13.0,1.0,320.0,3,3,2.0,5,3,3.0,2.0,866,6.0,0,338,1204,1.0,5,1.0,4.0,1204,0,0,1204,2.0,0.0,2.0,0.0,2.0,1.0,3,9.0,6.0,0.0,0,1.0,1998.0,0.0,4.0,412,3,3,2.0,0,247,0,0,0,0,0,0.0,1.0,0,8.0,3.0,8.0,4.0,162000,1,1,0,0,0,0,0,1,1204,2408,247,3067,1.0,2.0,0,2
777,5.0,3.0,86.0,11210,1.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7.0,4.0,2005,2006,1.0,1.0,12.0,13.0,1.0,240.0,4,3,2.0,4,3,0.0,2.0,20,6.0,0,1594,1614,1.0,5,1.0,4.0,1614,0,0,1614,0.0,0.0,2.0,0.0,3.0,1.0,4,11.0,6.0,0.0,0,1.0,2005.0,2.0,6.0,865,3,3,2.0,144,59,0,0,0,0,0,0.0,1.0,0,9.0,0.0,6.0,5.0,221500,1,1,0,0,0,0,0,1,1614,3228,59,4152,0.0,2.0,1,2
778,5.0,3.0,100.0,13350,1.0,1.0,0.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,4.0,1974,1974,3.0,1.0,6.0,10.0,3.0,0.0,3,3,1.0,3,3,3.0,0.0,762,6.0,0,102,864,1.0,3,1.0,4.0,894,0,0,894,2.0,0.0,1.0,0.0,3.0,1.0,3,9.0,6.0,1.0,2,1.0,1974.0,3.0,4.0,440,3,3,2.0,241,0,0,0,0,0,0,3.0,1.0,0,8.0,0.0,8.0,4.0,142500,1,1,0,1,0,1,0,1,894,1758,0,2198,1.0,1.0,0,2
779,15.0,2.0,60.0,8400,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,1.0,2.0,2.0,2.0,5.0,4.0,1977,1977,1.0,1.0,9.0,10.0,1.0,320.0,3,3,3.0,0,0,4.0,4.0,0,4.0,0,0,0,1.0,3,1.0,4.0,2020,0,0,2020,0.0,0.0,2.0,0.0,4.0,2.0,3,0.0,6.0,2.0,3,5.0,1977.0,3.0,4.0,630,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,1.0,1.0,8.0,4.0,144000,1,0,0,1,0,0,0,1,2020,2020,0,2650,0.0,2.0,0,1
780,15.0,3.0,78.0,10530,1.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,2.0,6.0,6.0,4.0,1977,1977,1.0,1.0,9.0,7.0,1.0,90.0,3,3,1.0,4,3,1.0,2.0,975,6.0,0,0,975,1.0,3,1.0,4.0,1004,0,0,1004,2.0,0.0,1.0,0.0,2.0,1.0,3,8.0,6.0,0.0,0,1.0,1977.0,3.0,4.0,504,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,7.0,0.0,8.0,4.0,135000,1,1,0,0,0,0,0,1,1004,1979,0,2483,1.0,1.0,0,2
781,5.0,3.0,63.0,7875,1.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,2.0,7.0,4.0,1995,1996,1.0,1.0,6.0,6.0,1.0,38.0,3,3,2.0,4,4,3.0,6.0,0,6.0,0,1237,1237,1.0,4,1.0,4.0,1253,0,0,1253,0.0,0.0,2.0,0.0,3.0,1.0,3,10.0,6.0,1.0,3,1.0,1995.0,0.0,4.0,402,3,3,2.0,220,21,0,0,0,0,0,0.0,1.0,0,8.0,1.0,8.0,4.0,176000,1,1,0,1,0,0,0,1,1253,2490,21,2913,0.0,2.0,1,2
782,10.0,3.0,65.0,7153,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,6.0,4.0,1992,1992,1.0,1.0,12.0,13.0,3.0,0.0,4,4,2.0,4,3,3.0,0.0,387,6.0,0,374,761,1.0,5,1.0,4.0,810,793,0,1603,0.0,0.0,2.0,1.0,3.0,1.0,4,11.0,6.0,0.0,0,1.0,1992.0,2.0,4.0,484,3,3,2.0,0,124,0,0,0,0,0,0.0,1.0,0,9.0,0.0,8.0,4.0,175900,1,1,0,0,0,0,0,1,1603,2364,124,2972,0.0,2.5,0,3
783,5.0,3.0,67.0,16285,1.0,1.0,1.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7.0,4.0,2001,2002,1.0,1.0,12.0,13.0,3.0,0.0,4,3,2.0,4,3,3.0,6.0,0,6.0,0,1413,1413,1.0,5,1.0,4.0,1430,0,0,1430,0.0,0.0,2.0,0.0,3.0,1.0,4,10.0,6.0,0.0,0,1.0,2001.0,2.0,4.0,605,3,3,2.0,0,33,0,0,0,0,0,0.0,1.0,0,8.0,3.0,8.0,4.0,187100,1,1,0,0,0,0,0,1,1430,2843,33,3481,0.0,2.0,1,2
784,14.0,3.0,73.79,9101,1.0,1.0,0.0,3.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,6.0,5.0,5.0,1978,1978,1.0,1.0,9.0,10.0,1.0,104.0,3,4,2.0,4,3,0.0,2.0,1097,6.0,0,0,1097,1.0,5,1.0,4.0,1110,0,0,1110,2.0,0.0,1.0,0.0,1.0,1.0,4,8.0,6.0,1.0,3,1.0,1978.0,0.0,4.0,602,3,3,2.0,303,30,0,0,0,0,0,0.0,1.0,0,9.0,3.0,8.0,4.0,165500,1,1,0,1,0,0,0,1,1110,2207,30,2839,1.0,1.0,0,2
785,12.0,4.0,35.0,6300,1.0,0.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,4.0,6.0,5.0,1914,2001,1.0,1.0,13.0,15.0,3.0,0.0,3,3,1.0,3,3,3.0,6.0,0,6.0,0,742,742,1.0,5,1.0,4.0,742,742,0,1484,0.0,0.0,2.0,0.0,3.0,1.0,3,13.0,6.0,1.0,4,6.0,0.0,1.0,0.0,0,0,0,2.0,0,291,134,0,0,0,0,0.0,1.0,0,8.0,2.0,8.0,4.0,128000,0,1,1,1,0,0,0,1,1484,2226,425,2651,0.0,2.0,1,3
786,5.0,3.0,77.0,9790,1.0,1.0,3.0,3.0,0.0,4.0,0.0,14.0,1.0,2.0,0.0,2.0,6.0,4.0,1967,1967,1.0,1.0,3.0,14.0,3.0,0.0,3,3,1.0,3,3,3.0,5.0,251,3.0,630,491,1372,1.0,3,1.0,4.0,1342,0,0,1342,0.0,0.0,2.0,0.0,3.0,1.0,3,11.0,6.0,1.0,4,1.0,1967.0,3.0,4.0,457,3,3,2.0,0,0,0,0,197,0,0,0.0,1.0,0,11.0,3.0,8.0,4.0,161500,1,1,0,1,0,0,0,1,1342,2714,197,3368,0.0,2.0,0,2
787,9.0,4.0,60.0,10800,1.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,0.0,2.0,0.0,0.0,5.0,5.0,1915,1950,1.0,1.0,8.0,8.0,3.0,0.0,3,4,2.0,2,3,3.0,3.0,686,6.0,0,0,686,1.0,3,1.0,4.0,966,686,0,1652,2.0,0.0,2.0,0.0,4.0,1.0,3,11.0,6.0,0.0,0,5.0,1961.0,3.0,2.0,416,3,3,2.0,0,0,196,0,0,0,0,0.0,3.0,1200,8.0,4.0,8.0,4.0,139000,1,1,0,0,0,0,1,1,1652,2338,196,2950,1.0,2.0,1,3
788,10.0,3.0,76.0,10142,1.0,1.0,0.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,7.0,4.0,2004,2004,1.0,1.0,12.0,13.0,3.0,0.0,4,3,2.0,4,3,3.0,2.0,656,6.0,0,300,956,1.0,5,1.0,4.0,956,1128,0,2084,2.0,0.0,2.0,1.0,4.0,1.0,4,12.0,6.0,0.0,0,3.0,2004.0,2.0,4.0,618,3,3,2.0,0,45,0,0,0,0,0,0.0,1.0,0,0.0,4.0,8.0,4.0,233000,1,1,0,0,0,0,0,1,2084,3040,45,3703,1.0,2.5,0,3
789,5.0,4.0,50.0,6000,1.0,1.0,3.0,3.0,0.0,0.0,0.0,17.0,2.0,2.0,0.0,2.0,4.0,6.0,1954,2000,1.0,1.0,8.0,8.0,3.0,0.0,3,3,1.0,3,3,3.0,6.0,0,6.0,0,901,901,1.0,5,1.0,4.0,901,0,0,901,0.0,0.0,1.0,0.0,2.0,1.0,3,8.0,6.0,0.0,0,5.0,1954.0,3.0,2.0,281,2,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,10.0,2.0,8.0,4.0,107900,1,1,0,0,0,0,0,1,901,1802,0,2083,0.0,1.0,1,2
790,10.0,3.0,83.55,12205,1.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,5.0,6.0,7.0,1966,2007,1.0,1.0,6.0,6.0,1.0,157.0,3,3,1.0,3,2,1.0,3.0,568,6.0,0,264,832,1.0,4,1.0,4.0,976,1111,0,2087,0.0,0.0,2.0,1.0,5.0,1.0,4,13.0,6.0,0.0,0,1.0,1966.0,0.0,4.0,444,3,3,2.0,133,168,0,0,0,0,0,0.0,1.0,0,9.0,1.0,8.0,4.0,187500,1,1,0,0,0,0,0,1,2087,2919,168,3531,0.0,2.5,1,3
791,0.0,3.0,43.0,3182,1.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,7.0,4.0,2005,2006,1.0,1.0,12.0,13.0,1.0,11.0,4,3,2.0,4,3,3.0,2.0,16,6.0,0,1129,1145,1.0,5,1.0,4.0,1145,0,0,1145,0.0,0.0,2.0,0.0,2.0,1.0,4,9.0,6.0,1.0,4,1.0,2005.0,0.0,4.0,397,3,3,2.0,100,16,0,0,0,0,0,0.0,1.0,0,11.0,3.0,8.0,4.0,160200,1,1,0,1,0,0,0,1,1145,2290,16,2703,0.0,2.0,1,2
792,13.0,3.0,85.98,11333,1.0,1.0,0.0,3.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,7.0,6.0,4.0,1976,1976,1.0,1.0,6.0,6.0,3.0,0.0,3,3,2.0,4,3,0.0,0.0,539,6.0,0,490,1029,1.0,3,1.0,4.0,1062,0,0,1062,2.0,0.0,1.0,0.0,3.0,1.0,3,9.0,6.0,2.0,3,1.0,1976.0,2.0,4.0,539,3,3,2.0,120,0,0,0,0,0,0,0.0,1.0,0,7.0,1.0,8.0,4.0,146800,1,1,0,1,0,0,0,1,1062,2091,0,2630,1.0,1.0,0,2
793,10.0,3.0,92.0,9920,1.0,1.0,0.0,3.0,0.0,1.0,0.0,15.0,2.0,2.0,0.0,5.0,7.0,4.0,1996,1997,1.0,1.0,8.0,8.0,3.0,0.0,4,3,2.0,4,3,0.0,2.0,862,6.0,0,255,1117,1.0,5,1.0,4.0,1127,886,0,2013,2.0,0.0,2.0,1.0,3.0,1.0,3,12.0,6.0,1.0,3,1.0,1997.0,3.0,4.0,455,3,3,2.0,180,130,0,0,0,0,0,0.0,1.0,0,8.0,1.0,8.0,4.0,269790,1,1,0,1,0,0,0,1,2013,3130,130,3715,1.0,2.5,1,3
794,5.0,3.0,76.0,9158,1.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,8.0,4.0,2007,2007,1.0,1.0,5.0,5.0,4.0,140.0,4,3,2.0,4,3,0.0,6.0,0,6.0,0,1496,1496,1.0,5,1.0,4.0,1496,0,0,1496,0.0,0.0,2.0,0.0,3.0,1.0,4,11.0,6.0,0.0,0,1.0,2007.0,0.0,4.0,474,3,3,2.0,168,130,0,0,0,0,0,0.0,1.0,0,8.0,1.0,6.0,5.0,225000,1,1,0,0,0,0,0,1,1496,2992,130,3596,0.0,2.0,0,2
795,10.0,3.0,87.09,10832,1.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,5.0,7.0,4.0,1994,1996,1.0,1.0,8.0,8.0,3.0,0.0,4,3,2.0,4,3,3.0,6.0,0,6.0,0,712,712,1.0,5,1.0,4.0,1086,809,0,1895,0.0,0.0,2.0,1.0,3.0,1.0,4,11.0,6.0,1.0,3,1.0,1994.0,0.0,4.0,409,3,3,2.0,143,46,0,0,0,0,0,0.0,3.0,500,1.0,2.0,8.0,4.0,194500,1,1,0,1,0,0,1,1,1895,2607,46,3062,0.0,2.5,1,3
796,10.0,3.0,70.0,8400,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,6.0,5.0,1980,1981,1.0,1.0,6.0,6.0,1.0,130.0,3,3,1.0,4,3,3.0,6.0,0,6.0,0,650,650,1.0,3,1.0,4.0,888,676,0,1564,0.0,0.0,2.0,1.0,3.0,1.0,3,11.0,6.0,1.0,3,1.0,1980.0,3.0,4.0,476,3,3,2.0,0,50,0,0,204,0,0,3.0,1.0,0,6.0,4.0,8.0,4.0,171000,1,1,0,1,0,1,0,1,1564,2214,254,2944,0.0,2.5,1,3
797,5.0,3.0,71.0,8197,1.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,6.0,4.0,1977,1977,1.0,1.0,9.0,10.0,1.0,148.0,3,3,1.0,3,3,3.0,6.0,0,6.0,0,660,660,1.0,5,1.0,4.0,1285,0,0,1285,0.0,0.0,1.0,1.0,3.0,1.0,3,11.0,6.0,1.0,3,1.0,1977.0,2.0,4.0,528,3,3,2.0,138,0,0,0,0,0,0,3.0,1.0,0,6.0,1.0,8.0,4.0,143500,1,1,0,1,0,1,0,1,1285,1945,0,2473,0.0,1.5,0,2
798,5.0,3.0,57.0,7677,1.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,4.0,1953,1953,1.0,1.0,12.0,13.0,3.0,0.0,3,3,1.0,3,3,3.0,1.0,570,6.0,0,203,773,1.0,4,1.0,4.0,773,0,0,773,0.0,0.0,1.0,0.0,2.0,1.0,3,8.0,6.0,0.0,0,1.0,1953.0,3.0,2.0,240,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,6.0,2.0,8.0,0.0,110000,1,1,0,0,0,0,0,1,773,1546,0,1786,0.0,1.0,0,2
799,10.0,3.0,104.0,13518,1.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,9.0,4.0,2008,2009,3.0,1.0,12.0,13.0,4.0,860.0,5,3,2.0,5,3,3.0,6.0,0,6.0,0,1926,1926,1.0,5,1.0,4.0,1966,1174,0,3140,0.0,0.0,3.0,1.0,4.0,1.0,5,1.0,6.0,2.0,4,3.0,2009.0,0.0,6.0,820,3,3,2.0,144,78,0,0,0,0,0,0.0,1.0,0,9.0,3.0,6.0,5.0,485000,1,1,0,1,0,0,0,1,3140,5066,78,5964,0.0,3.5,1,3
800,9.0,3.0,60.0,7200,1.0,1.0,3.0,3.0,0.0,0.0,0.0,18.0,1.0,2.0,0.0,0.0,5.0,6.0,1937,1950,1.0,1.0,13.0,14.0,1.0,252.0,3,3,0.0,4,3,3.0,0.0,569,6.0,0,162,731,1.0,5,1.0,4.0,981,787,0,1768,2.0,0.0,1.0,1.0,3.0,1.0,4,11.0,6.0,2.0,3,5.0,1939.0,3.0,2.0,240,3,3,2.0,0,0,264,0,0,0,0,3.0,1.0,0,8.0,1.0,8.0,4.0,175000,1,1,0,1,0,1,0,1,1768,2499,264,3003,1.0,1.5,1,3
801,10.0,3.0,79.0,12798,1.0,1.0,0.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,0.0,5.0,6.0,4.0,1997,1997,1.0,1.0,12.0,13.0,3.0,0.0,3,3,2.0,4,3,1.0,2.0,462,6.0,0,154,616,1.0,4,1.0,4.0,616,1072,0,1688,2.0,0.0,2.0,1.0,4.0,1.0,4,12.0,6.0,0.0,0,1.0,1997.0,2.0,4.0,603,3,3,2.0,403,114,185,0,0,0,0,0.0,3.0,400,7.0,2.0,8.0,4.0,200000,1,1,0,0,0,0,1,1,1688,2304,299,3206,1.0,2.5,0,3
